CONTRACT,TENURE,TECHSUPPORT,INTERNETSERVICE,ONLINESECURITY,DEVICEPROTECTION,MONTHLYCHARGES,PAYMENTMETHOD,STREAMINGMOVIES,ONLINEBACKUP,CHURN
Month-to-month,52,Yes,Fiber optic,No,No,102.7,Credit card (automatic),Yes,Yes,0
Month-to-month,11,Yes,Fiber optic,No,No,82.9,Electronic check,No,No,0
Month-to-month,2,No,Fiber optic,No,No,70.35,Electronic check,No,No,1
Month-to-month,28,No,DSL,No,No,35.9,Electronic check,No,No,0
Month-to-month,17,No,Fiber optic,No,Yes,82.65,Credit card (automatic),No,No,0
Two year,35,No internet service,No,No internet service,No internet service,19.85,Mailed check,No internet service,No internet service,0
One year,8,No internet service,No,No internet service,No internet service,19.2,Mailed check,No internet service,No internet service,0
One year,46,No,Fiber optic,No,Yes,94.9,Credit card (automatic),No,Yes,0
Month-to-month,7,No,Fiber optic,No,No,73.85,Electronic check,No,No,1
Month-to-month,2,No,Fiber optic,No,Yes,80.6,Mailed check,No,No,1
One year,68,Yes,DSL,No,Yes,75.8,Bank transfer (automatic),Yes,Yes,1
Two year,43,No,Fiber optic,No,Yes,104.6,Electronic check,Yes,Yes,1
Two year,68,Yes,DSL,Yes,Yes,88.15,Electronic check,Yes,Yes,0
Month-to-month,36,No,Fiber optic,No,No,94.8,Credit card (automatic),Yes,Yes,0
Month-to-month,63,No,Fiber optic,No,Yes,103.4,Electronic check,Yes,Yes,1
Month-to-month,32,Yes,DSL,No,No,54.65,Bank transfer (automatic),No,Yes,0
Two year,71,Yes,DSL,Yes,Yes,85.75,Credit card (automatic),Yes,Yes,0
Month-to-month,66,No,DSL,Yes,Yes,67.45,Bank transfer (automatic),No,Yes,0
One year,63,No internet service,No,No internet service,No internet service,20.5,Mailed check,No internet service,No internet service,0
One year,41,No internet service,No,No internet service,No internet service,20.25,Credit card (automatic),No internet service,No internet service,0
Month-to-month,1,No,Fiber optic,No,No,72.1,Electronic check,No,No,0
Month-to-month,2,No,Fiber optic,No,No,90.4,Electronic check,Yes,No,1
Two year,70,No internet service,No,No internet service,No internet service,19.45,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,23,No,DSL,No,No,44.95,Electronic check,Yes,No,0
One year,64,No,Fiber optic,Yes,Yes,97.0,Bank transfer (automatic),Yes,Yes,0
Two year,37,Yes,DSL,Yes,Yes,62.8,Credit card (automatic),No,No,0
One year,17,No,DSL,No,No,44.6,Mailed check,No,No,0
Month-to-month,7,No,Fiber optic,No,No,89.15,Electronic check,Yes,No,0
Month-to-month,4,No,Fiber optic,No,Yes,84.8,Bank transfer (automatic),No,Yes,1
Month-to-month,21,No,DSL,Yes,No,41.9,Electronic check,No,No,1
Month-to-month,10,No,Fiber optic,No,No,80.25,Bank transfer (automatic),Yes,No,1
Month-to-month,16,No,DSL,Yes,No,54.1,Electronic check,No,No,0
Two year,64,Yes,Fiber optic,No,No,105.25,Electronic check,Yes,Yes,0
Month-to-month,27,No,DSL,Yes,No,30.75,Credit card (automatic),No,No,1
One year,42,No,Fiber optic,Yes,No,97.1,Electronic check,Yes,No,0
Month-to-month,5,No internet service,No,No internet service,No internet service,20.2,Mailed check,No internet service,No internet service,0
Two year,41,Yes,Fiber optic,No,No,98.8,Bank transfer (automatic),Yes,Yes,0
One year,58,No,DSL,No,Yes,50.3,Credit card (automatic),No,No,0
Two year,47,No internet service,No,No internet service,No internet service,20.55,Mailed check,No internet service,No internet service,0
Month-to-month,18,Yes,Fiber optic,No,No,75.9,Bank transfer (automatic),No,No,0
Month-to-month,5,No,Fiber optic,No,Yes,96.5,Bank transfer (automatic),Yes,No,1
Month-to-month,23,No,DSL,Yes,No,59.95,Bank transfer (automatic),Yes,No,0
Month-to-month,1,No internet service,No,No internet service,No internet service,19.15,Mailed check,No internet service,No internet service,0
One year,71,No,Fiber optic,No,Yes,98.65,Credit card (automatic),Yes,No,0
Two year,72,Yes,Fiber optic,Yes,Yes,112.6,Credit card (automatic),Yes,Yes,0
One year,33,No internet service,No,No internet service,No internet service,20.6,Mailed check,No internet service,No internet service,0
Month-to-month,2,No,Fiber optic,No,No,85.65,Electronic check,No,No,1
Two year,24,Yes,DSL,Yes,No,35.75,Mailed check,No,No,0
One year,56,Yes,Fiber optic,No,Yes,99.75,Credit card (automatic),Yes,Yes,0
Month-to-month,37,No,Fiber optic,No,No,96.1,Credit card (automatic),Yes,Yes,0
One year,43,Yes,DSL,No,Yes,85.1,Credit card (automatic),Yes,Yes,0
Month-to-month,1,No,DSL,No,No,25.35,Mailed check,No,No,0
Month-to-month,25,Yes,Fiber optic,No,Yes,104.95,Bank transfer (automatic),Yes,No,1
Two year,61,Yes,DSL,Yes,Yes,89.65,Electronic check,Yes,Yes,0
One year,17,Yes,Fiber optic,No,Yes,86.75,Electronic check,No,No,0
One year,41,Yes,Fiber optic,No,Yes,86.2,Bank transfer (automatic),No,Yes,0
Month-to-month,1,No,DSL,No,No,50.65,Mailed check,No,Yes,1
Two year,72,Yes,DSL,Yes,Yes,64.8,Bank transfer (automatic),Yes,Yes,0
Month-to-month,1,No,Fiber optic,No,No,90.85,Credit card (automatic),Yes,Yes,1
Two year,48,No,Fiber optic,No,Yes,108.1,Bank transfer (automatic),Yes,Yes,0
Month-to-month,11,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,1
Month-to-month,55,No,Fiber optic,No,Yes,85.45,Electronic check,No,Yes,1
One year,42,Yes,DSL,Yes,Yes,54.75,Electronic check,Yes,Yes,0
Month-to-month,44,No,Fiber optic,No,Yes,90.4,Mailed check,Yes,No,0
Month-to-month,1,No,DSL,No,No,44.0,Electronic check,No,No,0
Month-to-month,27,No,Fiber optic,No,No,95.6,Bank transfer (automatic),Yes,No,0
Month-to-month,27,Yes,DSL,No,Yes,84.8,Bank transfer (automatic),Yes,Yes,0
Month-to-month,2,No,DSL,No,No,44.3,Electronic check,No,No,0
Month-to-month,19,No internet service,No,No internet service,No internet service,19.9,Mailed check,No internet service,No internet service,0
Month-to-month,42,No,Fiber optic,No,No,95.05,Electronic check,Yes,No,0
Two year,66,Yes,DSL,Yes,Yes,90.05,Credit card (automatic),Yes,Yes,0
Month-to-month,33,Yes,Fiber optic,Yes,Yes,109.9,Bank transfer (automatic),Yes,No,0
Month-to-month,34,No,Fiber optic,No,No,73.95,Credit card (automatic),No,Yes,1
Month-to-month,33,Yes,DSL,No,Yes,54.6,Electronic check,Yes,No,0
One year,23,No internet service,No,No internet service,No internet service,20.05,Mailed check,No internet service,No internet service,0
One year,32,No internet service,No,No internet service,No internet service,19.75,Bank transfer (automatic),No internet service,No internet service,0
One year,11,No internet service,No,No internet service,No internet service,20.05,Credit card (automatic),No internet service,No internet service,0
Month-to-month,69,No,Fiber optic,No,Yes,99.45,Credit card (automatic),Yes,No,1
One year,68,Yes,DSL,Yes,No,55.9,Bank transfer (automatic),No,No,0
Two year,20,No internet service,No,No internet service,No internet service,19.7,Mailed check,No internet service,No internet service,0
Two year,72,No internet service,No,No internet service,No internet service,19.8,Credit card (automatic),No internet service,No internet service,0
One year,60,No,Fiber optic,Yes,Yes,95.4,Bank transfer (automatic),No,No,0
Month-to-month,32,No,Fiber optic,No,No,93.95,Mailed check,Yes,Yes,0
Month-to-month,1,No internet service,No,No internet service,No internet service,19.9,Mailed check,No internet service,No internet service,1
Month-to-month,1,No internet service,No,No internet service,No internet service,19.6,Mailed check,No internet service,No internet service,1
Month-to-month,3,No,Fiber optic,No,No,81.35,Electronic check,No,Yes,1
One year,46,No internet service,No,No internet service,No internet service,24.45,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,29,No,Fiber optic,No,No,74.95,Electronic check,No,No,0
Month-to-month,51,Yes,Fiber optic,No,Yes,87.35,Electronic check,No,Yes,0
Month-to-month,48,No,Fiber optic,No,No,70.65,Bank transfer (automatic),No,No,0
Month-to-month,16,No,Fiber optic,No,No,73.25,Bank transfer (automatic),No,Yes,0
Two year,70,Yes,Fiber optic,No,Yes,98.7,Bank transfer (automatic),Yes,Yes,0
Two year,40,No internet service,No,No internet service,No internet service,24.8,Mailed check,No internet service,No internet service,0
Month-to-month,22,No,Fiber optic,No,No,83.3,Electronic check,Yes,Yes,1
Month-to-month,1,No,Fiber optic,No,Yes,75.3,Bank transfer (automatic),No,No,1
Month-to-month,5,No internet service,No,No internet service,No internet service,24.3,Mailed check,No internet service,No internet service,0
Month-to-month,7,No,Fiber optic,No,No,69.85,Bank transfer (automatic),No,No,0
One year,29,Yes,Fiber optic,No,Yes,100.55,Credit card (automatic),Yes,Yes,0
One year,44,No internet service,No,No internet service,No internet service,25.7,Mailed check,No internet service,No internet service,0
Month-to-month,10,No,DSL,Yes,Yes,40.7,Bank transfer (automatic),No,Yes,0
Month-to-month,55,No,DSL,No,No,51.65,Bank transfer (automatic),No,No,0
One year,52,No,Fiber optic,No,Yes,105.1,Bank transfer (automatic),Yes,Yes,0
Month-to-month,10,No,Fiber optic,No,No,85.95,Electronic check,Yes,No,0
Month-to-month,18,No,Fiber optic,No,No,75.6,Bank transfer (automatic),No,No,0
One year,68,Yes,DSL,Yes,No,58.25,Bank transfer (automatic),No,No,0
Month-to-month,61,No internet service,No,No internet service,No internet service,19.4,Mailed check,No internet service,No internet service,1
Two year,72,Yes,DSL,Yes,Yes,65.2,Credit card (automatic),Yes,Yes,0
Month-to-month,2,No,DSL,Yes,Yes,53.45,Electronic check,No,No,0
Month-to-month,12,No,DSL,No,No,45.4,Bank transfer (automatic),No,No,1
Two year,41,No internet service,No,No internet service,No internet service,19.75,Electronic check,No internet service,No internet service,0
Month-to-month,26,Yes,DSL,No,Yes,44.45,Credit card (automatic),No,No,0
One year,36,No internet service,No,No internet service,No internet service,20.85,Bank transfer (automatic),No internet service,No internet service,0
Two year,72,Yes,Fiber optic,Yes,Yes,114.05,Credit card (automatic),Yes,Yes,0
Month-to-month,35,Yes,Fiber optic,No,No,89.85,Bank transfer (automatic),Yes,No,0
Month-to-month,1,Yes,DSL,No,Yes,55.05,Mailed check,No,No,0
Month-to-month,16,Yes,Fiber optic,Yes,Yes,112.95,Electronic check,Yes,No,0
Month-to-month,49,No,Fiber optic,Yes,No,101.55,Credit card (automatic),Yes,No,0
One year,54,Yes,Fiber optic,Yes,Yes,114.65,Mailed check,Yes,Yes,0
Month-to-month,18,No,DSL,Yes,No,64.8,Electronic check,Yes,No,0
Month-to-month,36,No,Fiber optic,No,No,80.4,Electronic check,Yes,No,0
Month-to-month,60,No,Fiber optic,No,Yes,105.9,Electronic check,Yes,Yes,1
Month-to-month,1,No,Fiber optic,No,No,69.55,Mailed check,No,No,1
Two year,52,No internet service,No,No internet service,No internet service,25.05,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,8,No,Fiber optic,No,Yes,94.75,Electronic check,Yes,No,0
Two year,72,Yes,Fiber optic,Yes,No,105.5,Bank transfer (automatic),Yes,Yes,0
One year,64,No internet service,No,No internet service,No internet service,24.7,Mailed check,No internet service,No internet service,0
Month-to-month,22,Yes,DSL,Yes,Yes,69.75,Mailed check,Yes,No,0
Month-to-month,60,Yes,DSL,No,Yes,60.2,Bank transfer (automatic),Yes,Yes,0
Month-to-month,28,No,Fiber optic,No,No,81.05,Electronic check,Yes,No,1
Two year,61,No internet service,No,No internet service,No internet service,24.4,Mailed check,No internet service,No internet service,0
Month-to-month,24,No,Fiber optic,No,Yes,104.15,Electronic check,Yes,Yes,0
One year,28,Yes,Fiber optic,No,Yes,92.9,Bank transfer (automatic),No,Yes,0
Two year,30,Yes,DSL,No,Yes,80.8,Bank transfer (automatic),Yes,Yes,0
Month-to-month,2,No internet service,No,No internet service,No internet service,20.0,Mailed check,No internet service,No internet service,0
Month-to-month,1,No,Fiber optic,No,No,75.1,Electronic check,No,No,0
Month-to-month,6,No internet service,No,No internet service,No internet service,19.65,Mailed check,No internet service,No internet service,0
Month-to-month,24,No,DSL,No,No,69.45,Bank transfer (automatic),Yes,Yes,0
Month-to-month,4,No,Fiber optic,No,Yes,101.15,Electronic check,Yes,No,1
Month-to-month,7,No,Fiber optic,No,No,99.8,Electronic check,Yes,Yes,1
Two year,72,Yes,Fiber optic,Yes,Yes,116.05,Bank transfer (automatic),Yes,Yes,0
Two year,70,Yes,DSL,No,No,40.05,Mailed check,Yes,No,0
Two year,64,Yes,Fiber optic,No,Yes,102.1,Electronic check,Yes,No,0
One year,72,No,Fiber optic,No,No,89.7,Electronic check,No,Yes,0
Two year,44,No internet service,No,No internet service,No internet service,19.9,Mailed check,No internet service,No internet service,0
Month-to-month,13,No,DSL,No,No,55.95,Electronic check,Yes,No,1
One year,17,No internet service,No,No internet service,No internet service,20.65,Mailed check,No internet service,No internet service,0
Month-to-month,1,No,DSL,No,No,55.0,Electronic check,Yes,No,1
Month-to-month,9,No,DSL,No,Yes,70.05,Mailed check,Yes,No,0
Month-to-month,24,Yes,DSL,Yes,No,53.6,Mailed check,No,No,0
Month-to-month,1,No,Fiber optic,No,No,74.7,Electronic check,No,Yes,1
Month-to-month,24,No,Fiber optic,No,No,80.25,Electronic check,No,Yes,1
Month-to-month,35,Yes,DSL,No,No,76.05,Electronic check,Yes,Yes,0
Month-to-month,7,Yes,DSL,Yes,Yes,75.7,Electronic check,No,Yes,0
Month-to-month,5,Yes,Fiber optic,No,No,96.1,Electronic check,Yes,No,1
Month-to-month,15,No,Fiber optic,No,No,69.0,Bank transfer (automatic),No,No,1
Two year,11,No internet service,No,No internet service,No internet service,19.65,Mailed check,No internet service,No internet service,0
Month-to-month,48,No,DSL,Yes,Yes,45.3,Bank transfer (automatic),Yes,No,1
Month-to-month,20,No,Fiber optic,No,No,81.45,Electronic check,Yes,No,0
One year,72,Yes,Fiber optic,No,Yes,108.5,Bank transfer (automatic),Yes,Yes,0
Month-to-month,8,No,Fiber optic,No,No,83.55,Electronic check,No,Yes,1
Two year,72,No,Fiber optic,No,No,84.5,Credit card (automatic),Yes,No,0
Month-to-month,15,No,Fiber optic,No,No,100.15,Electronic check,Yes,Yes,0
Two year,72,Yes,DSL,No,Yes,88.6,Bank transfer (automatic),Yes,Yes,0
Month-to-month,1,No,Fiber optic,No,No,74.35,Electronic check,No,No,1
Two year,63,No,Fiber optic,No,Yes,104.8,Bank transfer (automatic),Yes,Yes,0
Month-to-month,2,No,DSL,No,No,59.0,Electronic check,No,Yes,0
Month-to-month,2,No,Fiber optic,Yes,No,74.4,Electronic check,No,No,1
One year,61,No,DSL,No,No,64.05,Bank transfer (automatic),Yes,Yes,0
Month-to-month,1,No internet service,No,No internet service,No internet service,20.4,Mailed check,No internet service,No internet service,0
One year,22,No,DSL,No,Yes,43.75,Bank transfer (automatic),Yes,Yes,1
Month-to-month,28,Yes,DSL,Yes,No,60.9,Mailed check,No,Yes,0
Two year,70,No internet service,No,No internet service,No internet service,19.8,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,5,No,DSL,No,No,28.45,Electronic check,No,Yes,1
Month-to-month,12,No,Fiber optic,Yes,Yes,99.7,Bank transfer (automatic),Yes,Yes,1
One year,34,Yes,Fiber optic,Yes,Yes,116.25,Credit card (automatic),Yes,Yes,0
Two year,71,No,Fiber optic,Yes,No,80.7,Credit card (automatic),No,No,0
One year,70,No,DSL,Yes,No,65.2,Bank transfer (automatic),Yes,No,0
Month-to-month,52,Yes,Fiber optic,Yes,Yes,84.05,Bank transfer (automatic),No,No,0
Two year,69,Yes,DSL,Yes,Yes,79.45,Credit card (automatic),No,Yes,0
Month-to-month,20,No,Fiber optic,No,Yes,94.1,Electronic check,Yes,Yes,1
Month-to-month,11,No,Fiber optic,No,Yes,78.0,Mailed check,No,No,0
Month-to-month,2,Yes,Fiber optic,No,No,94.2,Electronic check,Yes,No,1
Month-to-month,6,Yes,Fiber optic,No,No,80.5,Electronic check,No,No,1
Month-to-month,1,No internet service,No,No internet service,No internet service,19.85,Mailed check,No internet service,No internet service,0
One year,20,Yes,Fiber optic,Yes,Yes,94.3,Credit card (automatic),Yes,No,0
Month-to-month,61,No,Fiber optic,Yes,Yes,106.45,Electronic check,Yes,No,0
Month-to-month,5,No,Fiber optic,No,No,74.35,Electronic check,No,No,1
Month-to-month,56,Yes,Fiber optic,No,No,105.45,Bank transfer (automatic),Yes,Yes,0
Month-to-month,30,Yes,Fiber optic,Yes,Yes,95.0,Credit card (automatic),No,Yes,0
Month-to-month,40,Yes,Fiber optic,No,Yes,104.8,Bank transfer (automatic),Yes,No,1
One year,28,Yes,DSL,Yes,No,54.3,Mailed check,No,No,0
Month-to-month,5,No,Fiber optic,No,No,70.05,Electronic check,No,No,0
Month-to-month,27,No,Fiber optic,Yes,No,75.2,Bank transfer (automatic),No,No,1
Month-to-month,12,No internet service,No,No internet service,No internet service,20.05,Credit card (automatic),No internet service,No internet service,0
One year,67,No,Fiber optic,No,Yes,105.4,Electronic check,Yes,Yes,0
Month-to-month,29,No,DSL,No,No,51.6,Electronic check,No,No,0
Month-to-month,55,No,Fiber optic,No,No,85.5,Bank transfer (automatic),Yes,No,0
Month-to-month,23,No,Fiber optic,No,No,75.6,Bank transfer (automatic),No,No,1
Month-to-month,34,No,Fiber optic,No,Yes,100.05,Electronic check,Yes,No,1
One year,52,No,Fiber optic,Yes,Yes,91.25,Electronic check,No,No,0
Two year,72,Yes,Fiber optic,Yes,Yes,115.75,Credit card (automatic),Yes,Yes,0
One year,58,Yes,Fiber optic,No,No,94.7,Credit card (automatic),No,Yes,0
Two year,35,No internet service,No,No internet service,No internet service,19.6,Mailed check,No internet service,No internet service,0
Two year,56,Yes,Fiber optic,No,Yes,99.9,Bank transfer (automatic),No,Yes,0
Two year,24,No internet service,No,No internet service,No internet service,21.1,Credit card (automatic),No internet service,No internet service,0
Two year,70,No internet service,No,No internet service,No internet service,20.05,Credit card (automatic),No internet service,No internet service,0
Month-to-month,2,No,Fiber optic,No,No,79.95,Electronic check,No,No,0
One year,68,Yes,Fiber optic,No,Yes,107.15,Credit card (automatic),Yes,No,0
Month-to-month,1,No,Fiber optic,No,No,85.0,Electronic check,Yes,No,1
Month-to-month,12,No,Fiber optic,No,Yes,89.55,Electronic check,No,No,0
Month-to-month,63,No,Fiber optic,No,No,81.55,Bank transfer (automatic),No,Yes,0
